SKU,Merchant Item ID,Product Name,Description,Short Description,Status,Stock,Tax Rate,Regular Price,Sale Price,Weight (Kgs),Brand,Category,Sub Category Lvl 1,Sub Category Lvl 2,Sub Category Lvl 3,Sub Category Lvl 4,Sub Category Lvl 5,Sub Category Lvl 6,Images,Features 1,Features 2,Features 3,Features 4
438,438,Bain Marie With Bend Glass,,,Publish,10,0,,0,0,Johar Traders,Bain Marie Equipments,Kitchen Equipments,,,,,,https://www.johartraders.in/wp-content/uploads/2023/08/ILSW9H7IKH-20200502-042226.jpg,,,,
439,439,Tagari 2in1 Dal / Kaju Grinder,,,Publish,10,0,,0,0,Johar Traders,Kaju Grinder,Wet Grinder Machines,Hotel & Catering Machines,,,,,https://www.johartraders.in/wp-content/uploads/2023/08/L6RA24VDFE-20200820-055438.jpg,,,,
440,440,Aluminium Round Steamer,,,Publish,10,0,,0,0,Johar Traders,Idly steamer,Steam Equipments,Kitchen Equipments,,,,,https://www.johartraders.in/wp-content/uploads/2023/08/UL28KG3XJV-20200820-061202.jpg,,,,
441,441,Bain Marie with Overhead Shelf,,,Publish,10,0,,0,0,Johar Traders,Bain Marie Equipments,Kitchen Equipments,,,,,,https://www.johartraders.in/wp-content/uploads/2023/08/Z5BKML1CL9-20200821-053701.jpg,,,,
442,442,Bain Marie with Cooking Range,,,Publish,10,0,,0,0,Johar Traders,Bain Marie Equipments,Kitchen Equipments,,,,,,https://www.johartraders.in/wp-content/uploads/2023/08/DAVU9YSEYD-20200913-132631.jpg,,,,
443,443,Idly Steamer,"Since the starting of our company in this domain, we are actively engaged in offering a wide array of <strong>Idli Steamer</strong> to our customers. These products are developed by using premium quality components which are sourced from authentic and reliable vendors. Apart from this, offered products are well known for resistant to corrosion nature. Our valued clients can be avail this offered assortment at very reasonable prices.
 
 <h3>Features:</h3>
 
 <ul>
 
   <li>Corrosion resistance</li>
 
   <li>Sturdy construction</li>
 
   <li>Easily movable</li>
 
 </ul>",,Publish,10,0,,0,0,Johar Traders,Idly steamer,Steam Equipments,Kitchen Equipments,,,,,"https://www.johartraders.in/wp-content/uploads/2023/08/3T6ORS6EG7-20200201-230350.jpg,https://www.johartraders.in/wp-content/uploads/2023/08/6S9PGHBG7C-20200201-230358.jpg",,,,
444,444,Plate Warmer Machine Single,,,Publish,10,0,,0,0,Johar Traders,Food Warmers,Kitchen Equipments,,,,,,https://www.johartraders.in/wp-content/uploads/2023/08/A7SI1MOC1N-20190406-080133.jpg,,,,
445,445,Momo Steamer,,,Publish,10,0,,0,0,Johar Traders,Momo Steamer,Steam Equipments,Kitchen Equipments,,,,,https://www.johartraders.in/wp-content/uploads/2023/08/3MS6LLF42S-20191214-024604.jpg,,,,
446,446,Momo Steamer Big Size,,,Publish,10,0,,0,0,Johar Traders,Momo Steamer,Steam Equipments,Kitchen Equipments,,,,,"https://www.johartraders.in/wp-content/uploads/2023/08/LDDNTHC7L8-20200130-064927.jpg,https://www.johartraders.in/wp-content/uploads/2023/08/WJNZTMU7XU-20200130-064808.jpg",,,,
447,447,Idly Steamer Aluminium Round,,,Publish,10,0,,0,0,Johar Traders,Idly steamer,Steam Equipments,Kitchen Equipments,,,,,"https://www.johartraders.in/wp-content/uploads/2023/08/RXQH6YSZJJ-20200202-020404.jpg,https://www.johartraders.in/wp-content/uploads/2023/08/95169LGNSF-20200202-020415.jpg",,,,
448,448,Idly Steamer Aluminium Square,,,Publish,10,0,,0,0,Johar Traders,Idly steamer,Steam Equipments,Kitchen Equipments,,,,,"https://www.johartraders.in/wp-content/uploads/2023/08/92FBWBALTA-20200202-020817.jpg,https://www.johartraders.in/wp-content/uploads/2023/08/QQED9J6NL1-20200202-020648.png",,,,
449,449,Working Table with Overhead Shelf,,,Publish,10,0,,0,0,Johar Traders,Work Table,Kitchen Equipments,,,,,,"https://www.johartraders.in/wp-content/uploads/2023/08/VC4ILOQ7BI-20200309-030321.jpg,https://www.johartraders.in/wp-content/uploads/2024/03/Work-Table-with-Overhead-Shelf-1.jpeg",,,,
450,450,Sweet Corn Steamer Cart,,,Publish,10,0,,0,0,Johar Traders,Steam Equipment,Kitchen Equipments,,,,,,"https://www.johartraders.in/wp-content/uploads/2023/08/LPB2CI81QQ-20200402-104430.jpg,https://www.johartraders.in/wp-content/uploads/2023/08/VNY9ULN2C8-20200406-040641.jpg",,,,
451,451,Sweet Corn Steamer Tabletop,,,Publish,10,0,,0,0,Johar Traders,Steam Equipment,Kitchen Equipments,,,,,,"https://www.johartraders.in/wp-content/uploads/2023/08/VASKA264UP-20200406-040545.jpg,https://www.johartraders.in/wp-content/uploads/2023/08/C82LIH8UCV-20200406-040553.jpg",,,,
452,452,Work Table 4 side Covered with Overhead Shelf,,,Publish,10,0,,0,0,Johar Traders,Work Table,Kitchen Equipments,,,,,,https://www.johartraders.in/wp-content/uploads/2023/08/977C3YB1FD-20200501-132100.jpg,,,,
453,453,Work Table SS Open Type,,,Publish,10,0,,0,0,Johar Traders,Work Table,Kitchen Equipments,,,,,,"https://www.johartraders.in/wp-content/uploads/2023/08/E13H1N7X8U-20200502-032910.jpg,https://www.johartraders.in/wp-content/uploads/2023/08/NEHC1ISWXN-20201109-115506.jpg",,,,
454,454,Worktable with Overhead Shelf,,,Publish,10,0,,0,0,Johar Traders,Work Table,Kitchen Equipments,,,,,,https://www.johartraders.in/wp-content/uploads/2023/08/A3HUNC54KS-20200502-034839.jpg,,,,
455,455,Momo / Idly / Dhokla All in 1 Electric Steamer,,,Publish,10,0,,0,0,Johar Traders,Momo Steamer,Steam Equipments,Kitchen Equipments,,,,,"https://www.johartraders.in/wp-content/uploads/2023/08/BXLKSOIJ3O-20200502-045644.jpg,https://www.johartraders.in/wp-content/uploads/2023/08/B3EW7YFSGN-20200502-045651.jpg",,,,
456,456,GN Pans Sizes,,,Publish,10,0,,0,0,Johar Traders,GN Pans,Bain Marie Machine,Kitchen Equipments,,,,,https://www.johartraders.in/wp-content/uploads/2023/08/AV4Q7CY3Q3-20200925-141734.jpg,,,,
457,457,Noodle Steamer Hanging Type,,,Publish,10,0,,0,0,Johar Traders,Noodle Steamer,Steam Equipments,Kitchen Equipments,,,,,"https://www.johartraders.in/wp-content/uploads/2023/08/4NRIZSQ1X9-20201108-042906.jpg,https://www.johartraders.in/wp-content/uploads/2023/08/IS1I59IJLL-20201108-042852.jpg",,,,
458,458,Rice Cooker SS Body Commercial,,,Publish,10,0,,0,0,Johar Traders,Steam Equipment,Kitchen Equipments,,,,,,https://www.johartraders.in/wp-content/uploads/2023/08/E7KFTD14FO-20201108-045244.jpg,,,,
459,459,Rice Warmer Machine,,,Publish,10,0,,0,0,Johar Traders,Steam Equipment,Kitchen Equipments,,,,,,https://www.johartraders.in/wp-content/uploads/2023/08/Y625WO2OTF-20201108-045423.jpg,,,,
460,460,SS Sink Double Commercial,,,Publish,10,0,,0,0,Johar Traders,Sinks,Kitchen Equipments,,,,,,"https://www.johartraders.in/wp-content/uploads/2023/08/25KY4VD19N-20201109-113423.jpg,https://www.johartraders.in/wp-content/uploads/2024/03/Sink.jpg",,,,
461,461,Hanging Noodle Steamer Stainless Steel,,,Publish,10,0,,0,0,Johar Traders,Noodle Steamer,Steam Equipments,Kitchen Equipments,,,,,"https://www.johartraders.in/wp-content/uploads/2023/08/6ZOUZ18SSW-20210523-055725.jpg,https://www.johartraders.in/wp-content/uploads/2023/08/W6NFEES29V-20210522-091458.jpg",,,,
462,462,Rice Boiler SS Gas/Electric,,,Publish,10,0,,0,0,Johar Traders,Rice Boiler,Steam Equipments,Kitchen Equipments,,,,,"https://www.johartraders.in/wp-content/uploads/2023/08/89SC5A4I5X-20210524-044824.jpg,https://www.johartraders.in/wp-content/uploads/2023/08/QUO935NOV2-20210524-044743.jpg",,,,
463,463,Chicken De Feathering,,,Publish,10,0,,0,0,Johar Traders,Chicken De-Feathering Machine,Poultry Machines,Meat Processing Machine,,,,,https://www.johartraders.in/wp-content/uploads/2023/08/PK8144QTW6-20200406-130855.jpg,,,,
464,464,Chicken Cutting Machine Motorized,,,Publish,10,0,,0,0,Johar Traders,Chicken De-Feathering Machine,Poultry Machines,Meat Processing Machine,,,,,"https://www.johartraders.in/wp-content/uploads/2023/08/4UEDSJXW3Y-20190129-061802.jpg,https://www.johartraders.in/wp-content/uploads/2023/08/VK1T6J78R2-20190129-061826.jpg",,,,
465,465,Chicken De-Feathering Machine Heavy,,,Publish,10,0,,0,0,Johar Traders,Chicken De-Feathering Machine,Poultry Machines,Meat Processing Machine,,,,,"https://www.johartraders.in/wp-content/uploads/2023/08/2NFUFL2NOZ-20200501-045922.jpg,https://www.johartraders.in/wp-content/uploads/2023/08/CUPSR5ZMJW-20200501-130319.jpg",,,,
466,466,Killing Cone Machine,,,Publish,10,0,,0,0,Johar Traders,Chicken De-Feathering Machine,Poultry Machines,Meat Processing Machine,,,,,"https://www.johartraders.in/wp-content/uploads/2023/08/Q8QBF5RK43-20190129-064849.jpg,https://www.johartraders.in/wp-content/uploads/2023/08/AXKX3GACVW-20200402-104652.jpg",,,,
467,467,Chicken Griller Machine Gas Operated,,,Publish,10,0,,0,0,Johar Traders,Chicken De-Feathering Machine,Poultry Machines,Meat Processing Machine,,,,,"https://www.johartraders.in/wp-content/uploads/2023/08/HA7U3JJX85-20200925-134248.jpg,https://www.johartraders.in/wp-content/uploads/2023/08/M2CXS5HZQJ-20200925-134416.jpg",,,,
468,468,Meat Mincer Machine 12no SS,,,Publish,10,0,,0,0,Johar Traders,Meat Mincer machines,Meat Processing Machine,,,,,,https://www.johartraders.in/wp-content/uploads/2023/08/M7WZ4RKICX-20190406-080343.jpg,,,,
469,469,Chicken Rotisserie Machine,,,Publish,10,0,,0,0,Johar Traders,Chicken Griller,Poultry Machines,Meat Processing Machine,,,,,https://www.johartraders.in/wp-content/uploads/2023/08/DO826QCT91-20191213-031457.jpg,,,,
470,470,Meat Mincer 64no,,,Publish,10,0,,0,0,Johar Traders,Meat Mincer machines,Meat Processing Machine,,,,,,"https://www.johartraders.in/wp-content/uploads/2023/08/TK8ZNJEO7S-20200822-132831.jpg,https://www.johartraders.in/wp-content/uploads/2023/08/1K73ZFV3F8-20200201-231910.jpg",,,,
471,471,Chicken Griller Tabletop Electric,,,Publish,10,0,,0,0,Johar Traders,Chicken De-Feathering Machine,Poultry Machines,Meat Processing Machine,,,,,https://www.johartraders.in/wp-content/uploads/2023/08/JLHVM1KD4P-20200406-132507.jpg,,,,
472,472,Meat Slicer Machine,,,Publish,10,0,,0,0,Johar Traders,Meat Mincer machines,Meat Processing Machine,,,,,,"https://www.johartraders.in/wp-content/uploads/2023/08/MQDPX7WBEA-20200406-133921.jpg,https://www.johartraders.in/wp-content/uploads/2024/03/Meat-Slicer-3.jpg",,,,
473,473,Meat Mincer 32no With Fitting,,,Publish,10,0,,0,0,Johar Traders,Meat Mincer machines,Meat Processing Machine,,,,,,"https://www.johartraders.in/wp-content/uploads/2023/08/A6PTUHWNJB-20200820-060802.jpg,https://www.johartraders.in/wp-content/uploads/2023/08/8VQT44PN7Q-20200421-142537.jpg",,,,
474,474,Portable Chicken De-Feathering Machine,"<p>Compact and powerful , easy to transport with solid rubber wheels , portable chicken feather cleaning machine . Efficient feather removal, built in irrigation ring keeps both hands free. Simple debris collection in bucket .</p>
 <p>Available in 3 models JT 400, 500 AND 650</p>",,Publish,10,0,,0,0,Johar Traders,Chicken De-Feathering Machine,Poultry Machines,Meat Processing Machine,,,,,"https://www.johartraders.in/wp-content/uploads/2023/08/XOFY9TZ9FT-20200607-120107.jpg,https://www.johartraders.in/wp-content/uploads/2023/08/2EMNZEDM24-20200607-120142.jpg",,,,
475,475,Chicken Crate,,,Publish,10,0,,0,0,Johar Traders,Chicken De-Feathering Machine,Poultry Machines,Meat Processing Machine,,,,,https://www.johartraders.in/wp-content/uploads/2023/08/QAPVOAKF1T-20200820-061839.jpg,,,,
476,476,De-Boning Table SS,,,Publish,10,0,,0,0,Johar Traders,Chicken De-Feathering Machine,Poultry Machines,Meat Processing Machine,,,,,https://www.johartraders.in/wp-content/uploads/2023/08/L3U337C1UK-20200820-061926.jpg,,,,
477,477,Meat Mincer 12no Motorised,,,Publish,10,0,,0,0,Johar Traders,Meat Mincer machines,Meat Processing Machine,,,,,,https://www.johartraders.in/wp-content/uploads/2023/08/BTLVZTVZJM-20200821-112923.jpg,,,,
478,478,Meat Mincer 128no Machine,,,Publish,10,0,,0,0,Johar Traders,Meat Mincer machines,Meat Processing Machine,,,,,,https://www.johartraders.in/wp-content/uploads/2023/08/QO21IOCRD4-20200822-140713.jpg,,,,
479,479,Meat Mincer All SS Body No 32,,,Publish,10,0,,0,0,Johar Traders,Meat Mincer machines,Meat Processing Machine,,,,,,"https://www.johartraders.in/wp-content/uploads/2023/08/CPHNEC1SNA-20201108-041855.jpg,https://www.johartraders.in/wp-content/uploads/2023/08/NQVHIU799F-20201108-041904.jpg",,,,
480,480,Incubator Machine,,,Publish,10,0,,0,0,Johar Traders,Chicken De-Feathering Machine,Poultry Machines,Meat Processing Machine,,,,,"https://www.johartraders.in/wp-content/uploads/2023/08/PO7PFEYJ1T-20210523-072814.jpg,https://www.johartraders.in/wp-content/uploads/2023/08/33NKQKLCCQ-20210523-072823.jpg",,,,
481,481,Meat Mincer HD-32,,,Publish,10,0,,0,0,Johar Traders,Meat Mincer machines,Meat Processing Machine,,,,,,"https://www.johartraders.in/wp-content/uploads/2023/08/BIWG2GO6H7-20210619-012835.jpg,https://www.johartraders.in/wp-content/uploads/2023/08/GDHMX2M73D-20210619-012846.jpg",,,,
482,482,Chicken Feather Plucker Heavy,"<div class=""table-responsive"">
 
 <table class=""table table-bordered table-striped""><colgroup> <col class=""col-xs-1"" /> <col class=""col-xs-7"" /> </colgroup>
 
 <tbody>
 
 <tr>
 
 <td>Minimum Order Quantity</td>
 
 <td>1 Number</td>
 
 </tr>
 
 <tr>
 
 <td>Capacity</td>
 
 <td>2-3 birds</td>
 
 </tr>
 
 <tr>
 
 <td>Model</td>
 
 <td>JT-50</td>
 
 </tr>
 
 <tr>
 
 <td>Brand</td>
 
 <td>SACO PRO</td>
 
 </tr>
 
 <tr>
 
 <td>Material</td>
 
 <td>stainless Steel</td>
 
 </tr>
 
 </tbody>
 
 </table>
 
 </div>
 
 Chicken Feather Plucker machine with 1.5kw electric motor 220v . barrel dia 500mm full SS body with heavy quality plucker . On/Off switch , double belt system . 2-3 birds at a time .
 
 <h3>Additional Information:</h3>
 
 <ul>
 
   <li>Pay Mode Terms: T/T (Bank Transfer)</li>
 
   <li>Port of Dispatch: kolkata</li>
 
 </ul>",,Publish,10,0,,0,0,Johar Traders,Chicken De-Feathering Machine,Poulty Machine,Meat Processing Machine,,,,,"https://www.johartraders.in/wp-content/uploads/2023/08/IPYAOZH42U-20210529-050955.jpg,https://www.johartraders.in/wp-content/uploads/2023/08/VWJFZP2NJK-20210529-050830.jpg",,,,
483,483,Detergent Powder Mixer Machine,"<p>Our esteemed clients can purchase from us a quality-approved assortment of <strong>Detergent Powder Mixer Machine</strong> at pocket friendly price. With the highly support of a qualified team members we have been able to offer our clients efficient and highly durable machines which are manufactured and designed from the supreme-grade basic material provide by the reliable resources of the market. Moreover, provided products are easy to maintain with extra features.</p>
 <h3>Features:</h3>
 <ul>
 <li>Long Lasting</li>
 <li>Easy Maintenance</li>
 <li>Easy to use</li>
 </ul>",,Publish,10,0,,0,0,Johar Traders,Detergent Mixer,Mixer Machine,Mixer & Stirer Machines,,,,,"https://www.johartraders.in/wp-content/uploads/2023/08/B5WEF4VXWW-20200502-041743.jpg,https://www.johartraders.in/wp-content/uploads/2023/08/RIDXEIJFE4-20200502-041736.jpg",,,,
484,484,100 ltr Stirer Machine,,,Publish,10,0,,0,0,Johar Traders,Stirer Machines,Mixer & Stirer Machines,,,,,,"https://www.johartraders.in/wp-content/uploads/2023/08/E68ZVH7SP3-20200822-133629.jpg,https://www.johartraders.in/wp-content/uploads/2023/08/Z6NW87JWOO-20200130-065500.jpg",,,,
485,485,200 ltr Stirer Machine,,,Publish,10,0,,0,0,Johar Traders,Stirer Machines,Mixer & Stirer Machines,,,,,,"https://www.johartraders.in/wp-content/uploads/2023/08/GDDMT9Q7MU-20200202-034708.jpg,https://www.johartraders.in/wp-content/uploads/2023/08/XGAEOLNN55-20200202-034748.jpg",,,,
486,486,Maida Mixture Machine 20kg,,,Publish,10,0,,0,0,Johar Traders,Madia Mixture Machines,Mixer Machine,Mixer & Stirer Machines,,,,,"https://www.johartraders.in/wp-content/uploads/2023/08/WCNI2C447S-20200203-024534.jpg,https://www.johartraders.in/wp-content/uploads/2023/08/FJR9GD8IKJ-20200823-124335.jpg",,,,
487,487,Maida Mixture Machine 100kgs,,,Publish,10,0,,0,0,Johar Traders,Madia Mixture Machines,Mixer Machine,Mixer & Stirer Machines,,,,,"https://www.johartraders.in/wp-content/uploads/2023/08/TMKZVHYHAC-20210523-071041.jpg,https://www.johartraders.in/wp-content/uploads/2023/08/TY32IHZJDG-20200406-040310.jpg",,,,
488,488,Detergent Mixer 300kg,,,Publish,10,0,,0,0,Johar Traders,Detergent Mixer,Mixer Machine,Mixer & Stirer Machines,,,,,"https://www.johartraders.in/wp-content/uploads/2023/08/6X2FOOJP2I-20200822-132122.jpg,https://www.johartraders.in/wp-content/uploads/2023/08/6HRPN8KSVQ-20200820-135708.jpg",,,,
489,489,70Ltr Stirer Double Blade,,,Publish,10,0,,0,0,Johar Traders,Stirer Machines,Mixer & Stirer Machines,,,,,,https://www.johartraders.in/wp-content/uploads/2023/08/HRYX9F7NGD-20200822-133853.jpg,,,,
490,490,40 Ltr Stirer Machine,,,Publish,10,0,,0,0,Johar Traders,Stirer Machines,Mixer & Stirer Machines,,,,,,https://www.johartraders.in/wp-content/uploads/2023/08/ZTT73LS8O4-20200822-133934.jpg,,,,
491,491,80 Ltr Stirer Machine,,,Publish,10,0,,0,0,Johar Traders,Stirer Machines,Mixer & Stirer Machines,,,,,,"https://www.johartraders.in/wp-content/uploads/2023/08/EDHUZDKBRP-20200822-134044.jpg,https://www.johartraders.in/wp-content/uploads/2024/03/Stirer-Mach-AL-80-.jpg",,,,
492,492,10 Ltr Stirer Machine,,,Publish,10,0,,0,0,Johar Traders,Stirer Machines,Mixer & Stirer Machines,,,,,,"https://www.johartraders.in/wp-content/uploads/2023/08/PPHU8G5NKS-20200822-134703.jpg,https://www.johartraders.in/wp-content/uploads/2024/03/Stirer-AL-10.jpg",,,,
493,493,20 ltr Stirer Machine,,,Publish,10,0,,0,0,Johar Traders,Stirer Machines,Mixer & Stirer Machines,,,,,,"https://www.johartraders.in/wp-content/uploads/2023/08/72COACTRAY-20200822-134828.jpg,https://www.johartraders.in/wp-content/uploads/2024/03/Stirer-AL-20-.jpg",,,,
494,494,30 Ltr Stirer Machine,,,Publish,10,0,,0,0,Johar Traders,Stirer Machines,Mixer & Stirer Machines,,,,,,"https://www.johartraders.in/wp-content/uploads/2023/08/5NNWQGIL65-20200822-134742.jpg,https://www.johartraders.in/wp-content/uploads/2024/03/Stirer-AL-30-.jpg",,,,
495,495,60 Ltr Stirer Machine,,,Publish,10,0,,0,0,Johar Traders,Stirer Machines,Mixer & Stirer Machines,,,,,,"https://www.johartraders.in/wp-content/uploads/2023/08/G3WRAAC4ZN-20200822-134610.jpg,https://www.johartraders.in/wp-content/uploads/2024/03/Stirer-mach-AL-60.jpg",,,,
496,496,15 Ltr Stirer Machine,,,Publish,10,0,,0,0,Johar Traders,Stirer Machines,Mixer & Stirer Machines,,,,,,https://www.johartraders.in/wp-content/uploads/2023/08/O9VSBDPB9T-20200822-135515.jpg,,,,
497,497,5 Ltr Stirer Machine,,,Publish,10,0,,0,0,Johar Traders,Stirer Machines,Mixer & Stirer Machines,,,,,,"https://www.johartraders.in/wp-content/uploads/2023/08/P8P2W829T6-20200822-135604.jpg,https://www.johartraders.in/wp-content/uploads/2024/03/Stirer-mach-AL-5-.jpg",,,,
498,498,Maida Mixture 50kg Drum,,,Publish,10,0,,0,0,Johar Traders,Madia Mixture Machines,Mixer Machine,Mixer & Stirer Machines,,,,,"https://www.johartraders.in/wp-content/uploads/2023/08/4RT8BL7K6W-20201108-040420.jpg,https://www.johartraders.in/wp-content/uploads/2023/08/98CLWGVVUA-20201108-040430.jpg",,,,
499,499,Marinator Machine,,,Publish,10,0,,0,0,Johar Traders,Madia Mixture Machines,Mixer Machine,Mixer & Stirer Machines,,,,,"https://www.johartraders.in/wp-content/uploads/2023/08/VTF5P297QM-20201108-040622.jpg,https://www.johartraders.in/wp-content/uploads/2023/08/7FC6PQ3EDS-20201108-040631.jpg",,,,
500,500,Scadling Tank SS Body,,,Publish,10,0,,0,0,Johar Traders,Chicken De-Feathering Machine,Poultry Machines,Meat Processing Machine,,,,,https://www.johartraders.in/wp-content/uploads/2023/08/TOKLHNDXMR-20201108-045714.jpg,,,,
501,501,3 leg Liquid Stirer Machine,,,Publish,10,0,,0,0,Johar Traders,Stirer Machines,Mixer & Stirer Machines,,,,,,"https://www.johartraders.in/wp-content/uploads/2023/08/Q9GB6SCX3B-20210523-064240.jpg,https://www.johartraders.in/wp-content/uploads/2023/08/QUCWHYZ39U-20210523-064248.jpg",,,,
502,502,Stirer Machine for Bari Dal,,,Publish,10,0,,0,0,Johar Traders,Stirer Machines,Mixer & Stirer Machines,,,,,,https://www.johartraders.in/wp-content/uploads/2023/08/S7PTF3TPXR-20210524-053505.jpg,,,,
503,503,Oil Extractor Machine,"<div class=""table-responsive"">
 <table class=""table table-bordered table-striped""><colgroup> <col class=""col-xs-1"" /> <col class=""col-xs-7"" /> </colgroup>
 <tbody>
 <tr>
 <td width=""46%"">Minimum Order Quantity</td>
 <td width=""54%"">1 Piece</td>
 </tr>
 <tr>
 <td>Design</td>
 <td>STAINLESS STEEL 304 AND 316</td>
 </tr>
 <tr>
 <td>Brand</td>
 <td>MAHIJ</td>
 </tr>
 <tr>
 <td>Capacity</td>
 <td>4kg /per hour</td>
 </tr>
 <tr>
 <td>Power</td>
 <td>0-5</td>
 </tr>
 <tr>
 <td>Usage/Application</td>
 <td>Peanut Oil</td>
 </tr>
 <tr>
 <td>Automation Grade</td>
 <td>Automatic</td>
 </tr>
 </tbody>
 </table>
 </div>
 <p>Home made Oil for domestic and comemrcial use , fresh ,healthy, pure home made oil . 100% pure healthy oil . it can extract oil from mny products such as ; coconut , ground nut, sunflower , mustard, almond , walnut ,soyabean etc .</p>
 <h3>Features :</h3>
 <ul>
 <li>Delivery Time: Ready stock</li>
 </ul>",,Publish,10,0,,0,0,Johar Traders,Namkeen Machines,Namkeen/ Noodle/Sewai Processing,,,,,,"https://www.johartraders.in/wp-content/uploads/2023/08/OOT6RWQ53V-20190107-050303.jpg,https://www.johartraders.in/wp-content/uploads/2023/08/GZM7U2VCHE-20190107-050248.jpg",,,,
